release,method,path,loc,wmc,assignmentsQty,mathOperationsQty,qtyTryCatch,qtyReturn,fanin,fanout,age,nAuth,nr,nSmell,buggy
4.0.0,subUnsub,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java,29,10,3,2,1,0,2,1,4,1,3,0,false
4.0.0,isBookieRunning,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,3,1,0,0,0,1,1,0,4,3,10,0,false
4.0.0,clear,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,14,3,2,0,1,0,2,1,4,3,7,3,false
4.0.0,buildResponse,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,9,1,1,0,0,1,1,0,4,3,10,4,false
4.0.0,amIResponsibleForTopic,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/HedwigBenchmark.java,3,2,0,1,0,1,3,0,4,2,4,0,false
4.0.0,sendResponse,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,13,3,0,0,0,1,0,2,4,3,7,1,false
4.0.0,getValueAndReset,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java,3,1,0,0,0,1,0,0,4,2,3,0,false
4.0.0,writeSameEntryBatch,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java,14,2,4,6,0,0,1,0,4,2,3,0,false
4.0.0,storeHost2ChannelMapping,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java,12,4,2,2,0,0,1,4,4,2,4,0,false
4.0.0,makeWritable,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,12,3,0,0,1,0,1,0,4,3,7,1,false
4.0.0,getPipeline,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,6,1,1,0,0,1,0,0,4,3,8,1,false
4.0.0,compare,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,3,1,0,1,0,1,0,1,4,2,6,0,false
4.0.0,tick,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,10,3,0,0,0,0,1,0,40,2,5,1,false
4.0.0,readRequest,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,4,1,1,0,0,0,1,1,4,3,7,0,false
4.0.0,doRecoveryRead,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java,4,1,0,0,0,0,2,1,4,2,5,0,false
4.0.0,addCnxn,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,5,1,0,0,0,0,1,0,4,3,7,0,false
4.0.0,asyncSubUnsub,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java,16,5,2,1,0,0,3,3,4,1,3,6,false
4.0.0,realReleaseTopic,hedwig-server/src/main/java/org/apache/hedwig/server/topics/AbstractTopicManager.java,5,2,0,0,0,0,2,1,4,2,3,0,false
4.0.0,getLocalAddress,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,3,1,0,0,0,1,0,0,4,3,7,1,false
4.0.0,readLength,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,7,3,2,1,0,0,1,0,4,3,7,0,false
4.0.0,isValidSubscriberId,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java,4,5,0,0,0,2,6,1,4,1,3,0,false
4.0.0,readComplete,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,24,2,3,1,0,1,0,1,40,2,5,5,false
4.0.0,addEntry,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,13,2,3,2,0,1,0,3,4,2,8,2,false
4.0.0,transientErrorOnSend,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,3,1,0,0,0,0,0,1,4,2,3,0,false
4.0.0,safeRun,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,12,3,0,1,0,0,0,3,4,3,8,0,false
4.0.0,call,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkSubscriber.java,33,3,4,2,0,1,0,2,4,1,3,1,false
4.0.0,writeSameEntry,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java,11,2,3,4,0,0,1,0,4,2,3,0,false
4.0.0,read,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,57,16,15,11,0,1,2,0,4,2,3,5,false
4.0.0,run,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/MessageConsumeCallback.java,4,1,1,0,0,0,0,6,4,1,3,3,false
4.0.0,genDigest,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java,6,1,1,0,0,1,2,0,4,2,3,3,false
4.0.0,asyncRecoverBookieData,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,13,1,0,0,0,0,1,0,40,2,5,2,false
4.0.0,flushLedger,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,97,24,17,6,2,1,2,10,4,2,6,9,false
4.0.0,stopServingSubscriber,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,3,1,0,0,0,0,3,2,4,2,3,0,false
4.0.0,errorOutReadKey,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,12,1,0,0,0,0,2,0,4,3,8,1,false
4.0.0,usage,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,3,1,0,0,0,0,1,0,4,3,5,0,false
4.0.0,getOwner,hedwig-server/src/main/java/org/apache/hedwig/server/topics/AbstractTopicManager.java,3,1,0,0,0,0,0,1,4,2,3,0,false
4.0.0,getChannelForHost,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java,3,1,0,0,0,1,0,0,4,2,4,0,false
4.0.0,handleSubscribeMessage,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java,14,5,2,2,0,0,1,1,4,3,5,2,false
4.0.0,shutdown,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/HedwigProxy.java,5,1,0,0,0,0,0,1,4,1,3,1,false
4.0.0,initiate,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java,3,1,0,0,0,0,1,1,4,2,7,0,false
4.0.0,startDelivery,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java,19,3,3,3,0,0,1,1,4,1,3,2,false
4.0.0,isNioServerRunning,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,3,1,0,0,0,1,1,0,4,3,10,0,false
4.0.0,operationFailed,hedwig-server/src/main/java/org/apache/hedwig/server/topics/AbstractTopicManager.java,4,1,0,0,0,0,0,1,4,2,3,0,false
4.0.0,onFirstLocalSubscribe,hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java,50,1,0,0,0,0,0,0,4,1,3,2,false
4.0.0,sendBuffers,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,21,6,5,1,0,0,1,1,4,3,7,2,false
4.0.0,doSubUnsub,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java,30,5,7,1,0,0,2,3,4,1,3,3,false
4.0.0,getPacketsSent,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,3,1,0,0,0,1,1,0,4,3,7,0,false
4.0.0,setLastScanErrorTime,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,3,1,1,0,0,0,1,0,4,2,3,0,false
4.0.0,getPacketsReceived,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,3,1,0,0,0,1,1,0,4,3,7,0,false
4.0.0,operationFinished,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/MessageConsumeCallback.java,6,1,3,0,0,0,0,7,4,1,3,3,false
4.0.0,handlePublishResponse,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PublishResponseHandler.java,18,5,0,3,0,0,0,2,4,1,3,1,false
4.0.0,getActiveLedgers,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,25,1,0,0,0,0,2,0,40,2,5,2,false
4.0.0,getChannelForTopic,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java,3,1,0,0,0,1,2,0,4,1,3,0,false
4.0.0,addComplete,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java,8,2,0,1,0,1,0,1,4,2,5,0,false
4.0.0,updatePage,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,21,4,3,1,1,0,2,8,4,2,6,2,false
4.0.0,readComplete,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java,19,4,3,3,0,3,0,3,4,2,5,2,false
4.0.0,operationComplete,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java,5,2,0,1,0,0,0,2,4,1,3,0,false
4.0.0,getLastScanErrorTime,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,3,1,0,0,0,1,1,0,4,2,3,0,false
4.0.0,createLogId,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,15,3,3,2,0,0,2,5,4,2,8,1,false
4.0.0,isRunning,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,3,1,0,0,0,1,1,0,4,3,7,1,false
4.0.0,getRemoteAddress,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,3,1,0,0,0,1,0,0,4,3,7,1,false
4.0.0,subscribe,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java,3,1,0,0,0,0,0,1,4,1,3,0,false
